,collisions,step,episode,reward
821,8.0,48036,822,-34318.0
822,6.0,48077,823,-42825.0
823,10.0,48149,824,-33938.0
824,7.0,48198,825,-38491.5
825,7.0,48256,826,-42085.0
826,7.0,48330,827,-30114.5
827,8.0,48380,828,-34020.5
828,7.0,48436,829,-48338.0
829,10.0,48496,830,-37167.5
830,9.0,48560,831,-44465.0
831,7.0,48601,832,-46957.5
832,5.0,48648,833,-40444.5
833,8.0,48710,834,-34332.5
834,7.0,48778,835,-32545.5
835,14.0,48853,836,-31636.5
836,7.0,48923,837,-34947.5
837,6.0,48986,838,-34236.5
838,3.0,49060,839,-27902.0
839,7.0,49124,840,-28877.0
840,9.0,49181,841,-33395.5
841,9.0,49244,842,-39407.0
842,5.0,49307,843,-28928.0
843,3.0,49350,844,-44220.0
844,6.0,49417,845,-32017.5
845,5.0,49478,846,-32728.5
846,7.0,49536,847,-38189.5
847,6.0,49606,848,-32696.0
848,6.0,49658,849,-36765.5
849,1.0,49707,850,-34936.5
850,5.0,49769,851,-29377.5
851,9.0,49839,852,-28182.0
852,10.0,49905,853,-33078.0
853,6.0,49970,854,-32167.0
854,6.0,50039,855,-31490.5
855,5.0,50113,856,-28118.5
856,8.0,50166,857,-31950.5
857,5.0,50227,858,-30739.5
858,10.0,50293,859,-26486.0
859,3.0,50340,860,-40594.0
860,3.0,50392,861,-77617.0
861,6.0,50461,862,-27242.5
862,6.0,50519,863,-38568.5
863,7.0,50585,864,-31897.5
864,12.0,50632,865,-39117.5
865,5.0,50683,866,-31368.5
866,8.0,50757,867,-29430.5
867,6.0,50812,868,-34085.0
868,7.0,50883,869,-31927.5
869,10.0,50951,870,-24419.0
870,3.0,50994,871,-36462.5
871,11.0,51073,872,-31465.5
872,8.0,51128,873,-33785.5
873,7.0,51192,874,-30034.0
874,7.0,51248,875,-38133.5
875,7.0,51293,876,-35548.5
876,5.0,51347,877,-38894.0
877,6.0,51414,878,-30265.0
878,7.0,51487,879,-29652.0
879,8.0,51558,880,-30380.5
880,8.0,51609,881,-37462.5
881,11.0,51682,882,-28756.5
882,6.0,51732,883,-34953.5
883,8.0,51789,884,-36700.0
884,1.0,51840,885,-34458.5
885,6.0,51899,886,-32112.5
886,4.0,51970,887,-30278.0
887,7.0,52027,888,-31051.5
888,10.0,52087,889,-33621.5
889,11.0,52159,890,-29861.5
890,4.0,52209,891,-41468.5
891,7.0,52286,892,-31866.5
892,5.0,52339,893,-34052.5
893,4.0,52401,894,-40629.5
894,7.0,52444,895,-42139.0
895,8.0,52520,896,-28302.5
896,7.0,52584,897,-29939.5
897,6.0,52631,898,-40791.5
898,3.0,52701,899,-29227.0
899,9.0,52761,900,-26923.0
900,5.0,52832,901,-27478.0
901,11.0,52887,902,-33299.0
902,6.0,52950,903,-31887.5
903,8.0,53010,904,-34193.5
904,9.0,53068,905,-37647.5
905,11.0,53142,906,-33572.0
906,12.0,53203,907,-37886.0
907,5.0,53262,908,-54911.0
908,6.0,53311,909,-32198.0
909,7.0,53380,910,-32738.5
910,3.0,53441,911,-29356.5
911,6.0,53508,912,-31745.5
912,7.0,53581,913,-30963.5
913,5.0,53631,914,-33689.5
914,13.0,53710,915,-30463.5
915,7.0,53765,916,-30232.5
916,6.0,53820,917,-32480.5
917,6.0,53874,918,-36204.0
918,6.0,53943,919,-31496.0
919,3.0,53999,920,-34724.0
920,4.0,54038,921,-43857.0
921,3.0,54085,922,-35652.0
922,11.0,54160,923,-25164.5
923,8.0,54225,924,-30461.0
924,5.0,54270,925,-38956.5
925,5.0,54309,926,-44855.5
926,5.0,54377,927,-28116.0
927,5.0,54444,928,-31051.0
928,7.0,54509,929,-36396.5
929,7.0,54575,930,-29924.5
930,11.0,54639,931,-30749.0
931,6.0,54704,932,-30600.5
932,8.0,54770,933,-22654.0
933,8.0,54827,934,-33018.5
934,7.0,54887,935,-29869.5
935,11.0,54950,936,-37798.0
936,9.0,55008,937,-36111.5
937,10.0,55067,938,-39426.0
938,7.0,55116,939,-31843.0
939,9.0,55187,940,-31640.0
940,7.0,55261,941,-26999.5
941,3.0,55301,942,-51029.0
942,8.0,55357,943,-31223.0
943,5.0,55415,944,-31262.0
944,8.0,55478,945,-28886.0
945,5.0,55520,946,-36371.0
946,7.0,55578,947,-32392.5
947,12.0,55645,948,-32829.0
948,6.0,55703,949,-35136.0
949,9.0,55760,950,-30436.0
950,7.0,55818,951,-30607.0
951,5.0,55867,952,-41064.5
952,8.0,55949,953,-26596.0
953,7.0,56001,954,-39600.0
954,8.0,56069,955,-37695.5
955,13.0,56144,956,-28196.5
956,8.0,56216,957,-26169.0
957,2.0,56288,958,-31865.5
958,12.0,56366,959,-30610.5
959,11.0,56441,960,-26367.5
960,10.0,56515,961,-27634.5
961,8.0,56575,962,-31920.5
962,17.0,56654,963,-34416.0
963,5.0,56709,964,-35177.5
964,5.0,56773,965,-29558.5
965,6.0,56826,966,-39208.0
966,6.0,56874,967,-34537.0
967,10.0,56936,968,-29356.5
968,7.0,56988,969,-32971.5
969,5.0,57036,970,-37440.5
970,9.0,57090,971,-34250.0
971,8.0,57161,972,-28668.0
972,15.0,57228,973,-35636.5
973,5.0,57290,974,-33698.0
974,5.0,57350,975,-30948.0
975,9.0,57421,976,-32302.5
976,5.0,57482,977,-30361.0
977,7.0,57550,978,-41508.5
978,2.0,57620,979,-29682.0
979,5.0,57674,980,-38774.5
980,6.0,57741,981,-31709.0
981,7.0,57801,982,-33568.5
982,8.0,57858,983,-37808.5
983,7.0,57918,984,-43038.5
984,7.0,57985,985,-32585.0
985,5.0,58040,986,-42308.0
986,5.0,58095,987,-35902.0
987,9.0,58151,988,-30837.0
988,6.0,58203,989,-47773.0
989,15.0,58279,990,-29843.0
990,12.0,58361,991,-30481.5
991,7.0,58430,992,-27825.0
992,1.0,58481,993,-36701.5
993,4.0,58539,994,-30027.0
994,12.0,58612,995,-32965.5
995,5.0,58668,996,-33779.5
996,5.0,58720,997,-35542.5
997,9.0,58779,998,-33558.5
998,15.0,58864,999,-33251.0
999,7.0,58923,1000,-30139.0
1000,8.0,58993,1001,-31663.0
1001,7.0,59056,1002,-29145.5
1002,1.0,59113,1003,-30355.5
1003,5.0,59181,1004,-30017.5
1004,9.0,59260,1005,-25808.0
1005,7.0,59325,1006,-28713.5
1006,5.0,59386,1007,-29779.5
1007,3.0,59440,1008,-34639.0
1008,7.0,59505,1009,-32129.0
1009,8.0,59572,1010,-33737.0
1010,6.0,59633,1011,-30750.0
1011,6.0,59679,1012,-40000.5
1012,3.0,59731,1013,-37548.5
1013,9.0,59784,1014,-34276.5
1014,3.0,59836,1015,-30620.5
1015,6.0,59883,1016,-34149.5
1016,7.0,59954,1017,-34883.5
1017,12.0,60024,1018,-32952.5
1018,10.0,60074,1019,-38628.0
1019,6.0,60139,1020,-34760.5
1020,7.0,60194,1021,-39772.0
1021,4.0,60254,1022,-31832.5
1022,6.0,60329,1023,-28571.5
1023,10.0,60402,1024,-26687.0
1024,7.0,60475,1025,-28203.0
1025,8.0,60545,1026,-28935.0
1026,7.0,60609,1027,-30256.5
1027,6.0,60683,1028,-29500.0
1028,8.0,60752,1029,-31377.0
1029,4.0,60805,1030,-45834.5
1030,5.0,60863,1031,-37452.0
1031,7.0,60934,1032,-26258.0
1032,7.0,60989,1033,-31718.0
1033,5.0,61056,1034,-34510.5
1034,8.0,61118,1035,-31437.0
1035,11.0,61188,1036,-26219.0
1036,5.0,61255,1037,-29680.5
1037,6.0,61311,1038,-35659.5
1038,6.0,61375,1039,-36217.5
1039,6.0,61434,1040,-33255.0
1040,5.0,61497,1041,-30142.5
1041,9.0,61561,1042,-32785.5
1042,5.0,61613,1043,-37212.0
1043,6.0,61669,1044,-32937.0
1044,8.0,61728,1045,-26735.0
1045,4.0,61776,1046,-33884.0
1046,4.0,61825,1047,-39074.0
1047,6.0,61881,1048,-33851.5
1048,13.0,61948,1049,-35004.0
1049,8.0,62010,1050,-36722.5
1050,3.0,62071,1051,-31456.0
1051,9.0,62144,1052,-30025.0
1052,3.0,62193,1053,-38121.5
1053,4.0,62239,1054,-40583.5
1054,6.0,62290,1055,-31462.5
1055,8.0,62349,1056,-42532.5
1056,3.0,62398,1057,-34915.0
1057,6.0,62469,1058,-26085.5
1058,3.0,62534,1059,-32719.0
1059,3.0,62579,1060,-50185.5
1060,3.0,62631,1061,-39733.0
1061,13.0,62697,1062,-36713.5
1062,6.0,62759,1063,-39802.5
1063,12.0,62830,1064,-30646.5
1064,6.0,62880,1065,-38565.5
1065,12.0,62934,1066,-39422.5
1066,2.0,62998,1067,-30921.5
1067,7.0,63064,1068,-38015.0
1068,6.0,63138,1069,-31218.5
1069,5.0,63200,1070,-29713.0
1070,4.0,63261,1071,-30323.0
1071,6.0,63313,1072,-35973.5
1072,5.0,63361,1073,-35967.0
1073,10.0,63427,1074,-35215.5
1074,6.0,63479,1075,-31376.5
1075,9.0,63534,1076,-43504.0
1076,3.0,63577,1077,-36050.5
1077,13.0,63640,1078,-28618.5
1078,9.0,63685,1079,-43970.5
1079,9.0,63754,1080,-36329.0
1080,3.0,63827,1081,-30223.5
1081,6.0,63883,1082,-32508.5
1082,6.0,63955,1083,-29546.5
1083,4.0,64013,1084,-31209.0
1084,16.0,64083,1085,-28186.5
1085,4.0,64131,1086,-39595.5
1086,8.0,64192,1087,-27971.5
1087,3.0,64252,1088,-30844.0
1088,6.0,64324,1089,-32656.5
1089,9.0,64373,1090,-35672.0
1090,8.0,64452,1091,-28778.5
1091,5.0,64498,1092,-41802.0
1092,12.0,64562,1093,-33296.5
1093,7.0,64617,1094,-31142.0
1094,3.0,64661,1095,-44426.0
1095,10.0,64716,1096,-29182.0
1096,7.0,64798,1097,-30206.0
1097,11.0,64871,1098,-26366.5
1098,14.0,64944,1099,-30449.5
1099,11.0,65004,1100,-29042.5
1100,6.0,65060,1101,-33941.0
1101,6.0,65131,1102,-28439.5
1102,7.0,65188,1103,-33123.0
1103,11.0,65261,1104,-28070.0
1104,7.0,65318,1105,-34555.5
1105,7.0,65384,1106,-29656.0
1106,10.0,65457,1107,-30578.0
1107,6.0,65509,1108,-35585.5
1108,7.0,65583,1109,-27213.0
1109,3.0,65628,1110,-43440.5
1110,10.0,65684,1111,-41929.5
1111,4.0,65752,1112,-32907.5
1112,7.0,65804,1113,-36338.0
1113,11.0,65855,1114,-34486.0
1114,6.0,65914,1115,-35326.5
1115,4.0,65978,1116,-34112.0
1116,8.0,66050,1117,-28826.0
1117,3.0,66094,1118,-46916.0
1118,17.0,66167,1119,-39081.0
1119,7.0,66232,1120,-31433.5
1120,5.0,66290,1121,-31166.0
1121,3.0,66354,1122,-31692.0
1122,9.0,66418,1123,-27357.5
1123,3.0,66477,1124,-32730.0
1124,7.0,66535,1125,-34430.5
1125,9.0,66602,1126,-34288.0
1126,8.0,66673,1127,-31536.5
1127,4.0,66728,1128,-42849.5
1128,11.0,66798,1129,-26658.0
1129,7.0,66860,1130,-32229.5
1130,4.0,66904,1131,-47976.5
1131,11.0,66971,1132,-37655.5
1132,4.0,67038,1133,-29799.0
1133,1.0,67093,1134,-34220.0
1134,8.0,67154,1135,-33603.5
1135,10.0,67220,1136,-31887.0
1136,6.0,67283,1137,-31575.0
1137,8.0,67343,1138,-39124.0
1138,8.0,67424,1139,-29655.5
1139,4.0,67472,1140,-42138.0
1140,6.0,67521,1141,-38207.0
1141,11.0,67591,1142,-29500.0
1142,9.0,67659,1143,-27603.5
1143,7.0,67726,1144,-29717.0
1144,8.0,67780,1145,-33643.0
1145,8.0,67828,1146,-37642.0
1146,8.0,67893,1147,-38250.5
1147,8.0,67966,1148,-30626.0
1148,4.0,68022,1149,-39516.5
1149,3.0,68070,1150,-37737.0
1150,2.0,68113,1151,-38631.5
1151,10.0,68182,1152,-33995.5
1152,4.0,68251,1153,-31363.0
1153,6.0,68307,1154,-36682.5
1154,11.0,68385,1155,-28881.5
1155,6.0,68446,1156,-29188.0
1156,11.0,68515,1157,-30126.5
1157,7.0,68565,1158,-33567.5
1158,7.0,68636,1159,-28375.5
1159,5.0,68693,1160,-38652.0
1160,15.0,68765,1161,-36154.5
1161,10.0,68828,1162,-28019.0
1162,7.0,68873,1163,-41040.5
1163,3.0,68922,1164,-37190.5
1164,6.0,68973,1165,-39700.5
1165,4.0,69024,1166,-45056.0
1166,4.0,69083,1167,-32423.0
1167,4.0,69140,1168,-28341.5
1168,4.0,69193,1169,-33281.0
1169,6.0,69254,1170,-31233.5
1170,10.0,69318,1171,-33361.0
1171,5.0,69369,1172,-33637.5
1172,5.0,69424,1173,-41474.0
1173,7.0,69498,1174,-26464.0
1174,6.0,69558,1175,-30281.0
1175,8.0,69622,1176,-28663.5
1176,6.0,69690,1177,-28928.5
1177,5.0,69748,1178,-31163.5
1178,6.0,69817,1179,-34741.5
1179,5.0,69868,1180,-32339.5
1180,4.0,69926,1181,-29556.0
1181,10.0,69985,1182,-41226.0
1182,9.0,70054,1183,-31715.5
1183,6.0,70102,1184,-45967.5
1184,10.0,70172,1185,-31831.0
1185,1.0,70218,1186,-40431.0
1186,10.0,70284,1187,-29510.5
1187,6.0,70343,1188,-31712.5
1188,3.0,70406,1189,-31824.5
1189,9.0,70462,1190,-30636.0
1190,5.0,70533,1191,-31481.5
1191,7.0,70597,1192,-38954.0
1192,8.0,70664,1193,-26540.5
1193,5.0,70722,1194,-33789.5
1194,5.0,70791,1195,-34678.5
1195,8.0,70869,1196,-27924.0
1196,12.0,70941,1197,-28380.5
1197,6.0,71011,1198,-26292.5
1198,10.0,71073,1199,-32541.5
1199,5.0,71129,1200,-32034.5
1200,7.0,71178,1201,-35624.5
1201,9.0,71251,1202,-28197.5
1202,15.0,71335,1203,-28019.5
1203,6.0,71402,1204,-31264.0
1204,5.0,71457,1205,-41606.5
1205,13.0,71527,1206,-30564.0
1206,7.0,71575,1207,-33642.5
1207,12.0,71647,1208,-26499.5
1208,5.0,71712,1209,-28138.5
1209,9.0,71768,1210,-33830.5
1210,7.0,71834,1211,-25351.0
1211,6.0,71900,1212,-28204.5
1212,6.0,71958,1213,-29272.5
1213,8.0,72010,1214,-52864.5
1214,9.0,72085,1215,-29913.0
1215,8.0,72165,1216,-27526.0
1216,4.0,72217,1217,-31347.5
1217,8.0,72285,1218,-36825.0
1218,6.0,72359,1219,-26509.5
1219,9.0,72424,1220,-25843.0
1220,13.0,72500,1221,-31852.0
1221,8.0,72576,1222,-31748.5
1222,6.0,72630,1223,-29093.0
1223,11.0,72700,1224,-32095.0
