,collisions,step,episode_steps,reward,wait_average,accumulated_wait,throughput,stops
330,11.0,34114,30,-50338.0,28.649971542401822,50338.0,1757,0.6863972680705749
331,10.0,34144,30,-51356.5,28.45235457063712,51356.5,1805,0.689196675900277
332,8.0,34174,30,-50142.5,27.520581778265644,50142.5,1822,0.681119648737651
333,8.0,34204,30,-51369.0,28.271326362135387,51369.0,1817,0.6906989543203081
334,9.0,34235,31,-55560.5,32.56770222743259,55560.5,1706,0.6934349355216881
335,9.0,34265,30,-49231.5,28.10017123287671,49231.5,1752,0.6740867579908676
336,7.0,34295,30,-51094.5,28.182294539437397,51094.5,1813,0.6651958080529509
337,9.0,34325,30,-49655.0,27.864758698092032,49655.0,1782,0.6818181818181818
338,5.0,34356,31,-49093.0,28.053142857142856,49093.0,1750,0.6668571428571428
339,7.0,34385,29,-57425.5,31.903055555555557,57425.5,1800,0.7133333333333334
340,8.0,34420,35,-116931.5,64.42506887052342,116931.5,1815,0.7146005509641873
341,8.0,34450,30,-50430.5,28.00138811771238,50430.5,1801,0.6807329261521377
342,5.0,34480,30,-47144.0,26.470522178551377,47144.0,1781,0.6496350364963503
343,3.0,34510,30,-51126.0,28.45075125208681,51126.0,1797,0.6867000556483027
344,8.0,34540,30,-50775.5,27.913963716327654,50775.5,1819,0.680043980208906
345,5.0,34572,32,-58941.5,32.13822246455834,58941.5,1834,0.7071973827699018
346,6.0,34602,30,-51754.5,28.929290106204583,51754.5,1789,0.6830631637786473
347,8.0,34632,30,-49718.0,28.557151062607698,49718.0,1741,0.6697300402067777
348,6.0,34664,32,-49439.0,28.380597014925375,49439.0,1742,0.6963260619977037
349,8.0,34695,31,-53689.5,29.87729549248748,53689.5,1797,0.6844741235392321
350,11.0,34726,31,-49591.5,28.113095238095237,49591.5,1764,0.685374149659864
351,12.0,34759,33,-48882.0,27.837129840546698,48882.0,1756,0.6765375854214123
352,4.0,34789,30,-50873.5,28.405080960357342,50873.5,1791,0.6823003908431045
353,6.0,34819,30,-51879.5,29.015380313199106,51879.5,1788,0.6851230425055929
354,4.0,34849,30,-49326.5,27.556703910614527,49326.5,1790,0.6664804469273743
355,7.0,34879,30,-49803.0,28.31324616259238,49803.0,1759,0.6787947697555429
356,12.0,34909,30,-51798.0,28.398026315789473,51798.0,1824,0.6924342105263158
357,11.0,34938,29,-65755.0,36.328729281767956,65755.0,1810,0.712707182320442
358,11.0,34968,30,-53858.5,30.97096032202415,53858.5,1739,0.7119033927544566
359,9.0,34998,30,-51147.5,28.24268360022087,51147.5,1811,0.6830480397570403
360,13.0,35028,30,-51114.5,27.67433676231727,51114.5,1847,0.6729832160259881
361,4.0,35057,29,-53374.5,29.294456641053788,53374.5,1822,0.6997804610318331
362,5.0,35086,29,-52385.0,31.052163604030824,52385.0,1687,0.6965026674570243
363,14.0,35116,30,-54287.0,30.498314606741573,54287.0,1780,0.701123595505618
364,9.0,35145,29,-58821.5,31.692618534482758,58821.5,1856,0.6923491379310345
365,4.0,35175,30,-54957.0,31.1018675721562,54957.0,1767,0.7113752122241087
366,7.0,35205,30,-77971.5,42.46813725490196,77971.5,1836,0.6949891067538126
367,6.0,35234,29,-51649.0,28.854189944134077,51649.0,1790,0.6860335195530727
368,8.0,35263,29,-56499.0,30.789645776566758,56499.0,1835,0.7128065395095368
369,4.0,35292,29,-53673.0,30.00167691447736,53673.0,1789,0.6730016769144773
370,4.0,35321,29,-54081.5,31.242923165800114,54081.5,1731,0.6967071057192374
371,9.0,35350,29,-52835.5,30.48788228505482,52835.5,1733,0.6872475476053087
372,5.0,35380,30,-55024.5,31.08728813559322,55024.5,1770,0.6994350282485876
373,7.0,35410,30,-55080.5,30.164567360350492,55080.5,1826,0.696604600219058
374,7.0,35440,30,-49712.0,28.293682413204326,49712.0,1757,0.6704610130904952
375,7.0,35468,28,-53402.0,30.153585544889893,53402.0,1771,0.6877470355731226
376,3.0,35497,29,-56189.5,31.42589485458613,56189.5,1788,0.7030201342281879
377,8.0,35526,29,-53637.0,29.864699331848552,53637.0,1796,0.6876391982182628
378,8.0,35555,29,-50815.5,29.7688927943761,50815.5,1707,0.7035735207967194
379,8.0,35585,30,-48923.5,27.76589103291714,48923.5,1762,0.6696935300794552
380,3.0,35615,30,-55704.0,30.045307443365697,55704.0,1854,0.6844660194174758
381,9.0,35645,30,-77664.5,44.152643547470156,77664.5,1759,0.7026719727117681
382,6.0,35675,30,-49827.0,28.024184476940384,49827.0,1778,0.6777277840269966
383,10.0,35704,29,-52662.0,29.403685092127304,52662.0,1791,0.6823003908431045
384,4.0,35733,29,-54204.5,31.42289855072464,54204.5,1725,0.7194202898550724
385,5.0,35765,32,-75553.5,42.374369040942234,75553.5,1783,0.6948962422882782
386,3.0,35795,30,-50387.0,27.47382769901854,50387.0,1834,0.6619411123227917
387,7.0,35825,30,-53164.0,28.67529665587918,53164.0,1854,0.6839266450916937
388,9.0,35855,30,-49539.0,27.9250281848929,49539.0,1774,0.6758737316798196
389,9.0,35885,30,-51739.0,28.60088446655611,51739.0,1809,0.6943062465450525
390,8.0,35915,30,-47203.0,27.539673278879814,47203.0,1714,0.6849474912485414
391,0.0,35946,31,-54729.5,30.781496062992126,54729.5,1778,0.6827896512935883
392,0.0,35976,30,-56037.5,30.705479452054796,56037.5,1825,0.701917808219178
393,8.0,36006,30,-49478.5,28.66657010428737,49478.5,1726,0.6842410196987254
394,7.0,36035,29,-52497.0,28.90803964757709,52497.0,1816,0.6850220264317181
395,4.0,36064,29,-51213.0,29.602890173410405,51213.0,1730,0.6861271676300578
396,12.0,36094,30,-52037.0,29.087199552822806,52037.0,1789,0.6763555058692007
397,11.0,36124,30,-51326.0,29.945157526254377,51326.0,1714,0.6738623103850642
398,10.0,36154,30,-51758.0,28.64305478693968,51758.0,1807,0.6851134477033758
399,7.0,36184,30,-66242.5,36.41698735568994,66242.5,1819,0.708631115997801
400,6.0,36214,30,-50731.5,28.341620111731842,50731.5,1790,0.6832402234636872
401,6.0,36244,30,-49110.5,27.45136948015651,49110.5,1789,0.655673560648407
402,5.0,36273,29,-48783.5,27.74943117178612,48783.5,1758,0.6604095563139932
403,6.0,36302,29,-53094.0,30.39152833428735,53094.0,1747,0.6811677160847167
404,10.0,36334,32,-114068.5,64.51838235294117,114068.5,1768,0.7239819004524887
405,8.0,36365,31,-70782.0,39.062913907284766,70782.0,1812,0.6959161147902869
406,5.0,36395,30,-51235.5,27.81514657980456,51235.5,1842,0.6780673181324647
407,6.0,36424,29,-45897.0,27.109864146485528,45897.0,1693,0.6532782043709392
408,4.0,36454,30,-51225.5,28.553790412486066,51225.5,1794,0.6900780379041248
409,7.0,36485,31,-55581.0,32.090646651270205,55581.0,1732,0.6887990762124712
410,2.0,36514,29,-48260.0,28.041836141778035,48260.0,1721,0.6647298082510168
411,8.0,36543,29,-51297.0,29.99824561403509,51297.0,1710,0.6789473684210526
412,4.0,36572,29,-48258.0,28.52127659574468,48258.0,1692,0.6643026004728132
413,6.0,36601,29,-50665.0,28.431537598204265,50665.0,1782,0.6728395061728395
414,10.0,36630,29,-54040.0,29.578544061302683,54040.0,1827,0.6743295019157088
415,7.0,36662,32,-67194.5,37.81344963421497,67194.5,1777,0.7062464828362408
416,6.0,36694,32,-65090.0,35.744096650192205,65090.0,1821,0.6941241076331686
417,10.0,36728,34,-107272.5,60.33323959505062,107272.5,1778,0.7103487064116986
418,6.0,36759,31,-53900.0,31.030512377662635,53900.0,1737,0.6856649395509499
419,8.0,36790,31,-69113.5,37.91195831047724,69113.5,1823,0.6966538672517828
420,7.0,36822,32,-77428.5,45.01656976744186,77428.5,1720,0.7220930232558139
421,14.0,36857,35,-126890.5,71.60863431151242,126890.5,1772,0.7110609480812641
422,8.0,36889,32,-47254.5,26.818671963677637,47254.5,1762,0.6787741203178207
423,3.0,36919,30,-53808.5,28.515368309485957,53808.5,1887,0.6825649178590355
424,7.0,36949,30,-47809.0,28.272619751626255,47809.0,1691,0.6753400354819633
425,3.0,36978,29,-51887.5,28.38484682713348,51887.5,1828,0.6657549234135668
426,9.0,37007,29,-52325.0,28.73421197144426,52325.0,1821,0.6781987918725975
427,5.0,37036,29,-49619.5,28.91579254079254,49619.5,1716,0.6701631701631702
428,10.0,37065,29,-50781.0,28.274498886414253,50781.0,1796,0.6625835189309577
429,7.0,37094,29,-50824.5,28.795750708215298,50824.5,1765,0.6855524079320113
430,6.0,37124,30,-52693.5,29.487129266927813,52693.5,1787,0.6877448237269166
431,5.0,37153,29,-50461.5,28.49322416713721,50461.5,1771,0.6629023150762281
432,5.0,37184,31,-46421.5,26.94225188624492,46421.5,1723,0.6726639582124202
433,6.0,37213,29,-51201.0,29.630208333333332,51201.0,1728,0.6892361111111112
434,5.0,37245,32,-51232.5,28.977658371040725,51232.5,1768,0.6889140271493213
435,4.0,37276,31,-49344.5,27.674985978687605,49344.5,1783,0.6831183398766124
436,9.0,37309,33,-51758.0,28.06832971800434,51758.0,1844,0.688177874186551
437,1.0,37340,31,-47259.5,27.02086906803888,47259.5,1749,0.6632361349342482
438,11.0,37372,32,-48471.5,27.985854503464203,48471.5,1732,0.687066974595843
439,8.0,37404,32,-45207.5,26.545801526717558,45207.5,1703,0.6647093364650617
440,7.0,37435,31,-52783.5,30.563694267515924,52783.5,1727,0.6878980891719745
441,9.0,37466,31,-50883.0,27.942339373970345,50883.0,1821,0.6699615595826469
442,7.0,37496,30,-49921.0,28.09285312324142,49921.0,1777,0.6809229037703995
443,14.0,37526,30,-49188.5,28.399826789838336,49188.5,1732,0.674364896073903
444,0.0,37555,29,-50471.0,28.227628635346758,50471.0,1788,0.6739373601789709
445,6.0,37583,28,-47656.5,27.93464243845252,47656.5,1706,0.6600234466588512
446,5.0,37615,32,-50438.0,28.739601139601138,50438.0,1755,0.6831908831908832
447,9.0,37646,31,-51974.5,28.354882705946537,51974.5,1833,0.6672122204037098
448,9.0,37677,31,-51585.5,28.14266230223677,51585.5,1833,0.668303327877796
449,8.0,37706,29,-52301.0,29.185825892857142,52301.0,1792,0.6746651785714286
450,8.0,37737,31,-52798.5,29.34880489160645,52798.5,1799,0.6959421901056142
451,8.0,37766,29,-50514.0,28.848657909765848,50514.0,1751,0.6818960593946316
452,10.0,37796,30,-49343.0,28.276790830945558,49343.0,1745,0.6710601719197707
453,7.0,37828,32,-54533.5,30.313229571984436,54533.5,1799,0.6948304613674263
454,9.0,37862,34,-71069.5,38.89956212370006,71069.5,1827,0.685823754789272
455,4.0,37895,33,-55857.5,31.973382942186607,55857.5,1747,0.6451058958214081
456,5.0,37926,31,-55760.0,31.467268623024832,55760.0,1772,0.6845372460496614
457,6.0,37956,30,-62608.0,35.59295054007959,62608.0,1759,0.6964184195565662
458,7.0,37987,31,-50710.5,28.944349315068493,50710.5,1752,0.666095890410959
459,11.0,38021,34,-56675.0,32.14690867838911,56675.0,1763,0.664208735110607
460,6.0,38059,38,-83518.0,48.27630057803468,83518.0,1730,0.669364161849711
461,9.0,38095,36,-75210.0,43.248993674525586,75210.0,1739,0.6710753306497987
462,6.0,38129,34,-58999.5,32.614427860696516,58999.5,1809,0.6882255389718076
463,5.0,38158,29,-48877.0,28.21997690531178,48877.0,1732,0.6691685912240185
464,5.0,38191,33,-52397.5,30.113505747126435,52397.5,1740,0.6522988505747126
465,9.0,38221,30,-55971.0,31.657805429864254,55971.0,1768,0.6849547511312217
466,10.0,38253,32,-58665.5,34.40791788856305,58665.5,1705,0.6973607038123167
467,8.0,38288,35,-75909.5,42.83831828442438,75909.5,1772,0.6901805869074492
468,5.0,38325,37,-57281.0,31.24986361156574,57281.0,1833,0.6437534097108565
469,4.0,38357,32,-63802.0,35.288716814159294,63802.0,1808,0.6797566371681416
470,10.0,38390,33,-64238.0,35.667962243198225,64238.0,1801,0.6779566907273736
471,4.0,38421,31,-65503.5,36.573701842546065,65503.5,1791,0.7079843662758235
472,5.0,38455,34,-63739.5,34.86843544857768,63739.5,1828,0.6788840262582057
473,7.0,38490,35,-52197.0,29.307692307692307,52197.0,1781,0.6490735541830432
474,12.0,38530,40,-78486.5,44.39281674208145,78486.5,1768,0.6657239819004525
475,10.0,38561,31,-54441.0,31.52345107122177,54441.0,1727,0.692530399536769
476,8.0,38595,34,-70682.5,37.919796137339056,70682.5,1864,0.6829399141630901
477,7.0,38630,35,-50867.0,28.57696629213483,50867.0,1780,0.6713483146067416
478,13.0,38664,34,-57253.5,31.149891186071816,57253.5,1838,0.6741022850924918
479,3.0,38699,35,-69929.0,39.37443693693694,69929.0,1776,0.6931306306306306
480,8.0,38734,35,-49523.0,28.186112692088788,49523.0,1757,0.6556630620375641
481,9.0,38777,43,-85389.5,47.0984555984556,85389.5,1813,0.640926640926641
482,11.0,38812,35,-47342.5,26.156077348066297,47342.5,1810,0.6502762430939226
483,3.0,38844,32,-137632.0,75.7051705170517,137632.0,1818,0.7167216721672167
484,4.0,38881,37,-147131.0,82.61145423919146,147131.0,1781,0.7237507018528916
485,12.0,38915,34,-68023.0,37.93809258226436,68023.0,1793,0.709425543781372
486,7.0,38956,41,-78868.0,46.09468147282291,78868.0,1711,0.6499123319696084
487,6.0,39002,46,-81589.5,44.97767364939361,81589.5,1814,0.681367144432194
488,4.0,39033,31,-54069.0,30.53020892151327,54069.0,1771,0.6843591191417279
489,2.0,39073,40,-112377.0,64.25214408233276,112377.0,1749,0.6809605488850772
490,1.0,39106,33,-55200.0,31.08108108108108,55200.0,1776,0.6593468468468469
491,7.0,39154,48,-85281.5,47.142896627971254,85281.5,1809,0.6865671641791045
492,8.0,39201,47,-199027.0,109.59636563876651,199027.0,1816,0.6993392070484582
493,5.0,39245,44,-91656.5,51.46350364963504,91656.5,1781,0.7097136440202133
494,9.0,39290,45,-86905.5,48.040630182421225,86905.5,1809,0.6683250414593698
495,6.0,39328,38,-56941.0,33.22112018669778,56941.0,1714,0.661610268378063
496,2.0,39362,34,-74937.5,42.02888390353337,74937.5,1783,0.659562535053281
497,4.0,39422,60,-168465.0,91.5073329712113,168465.0,1841,0.7278652906029331
498,7.0,39455,33,-51263.5,28.832114735658042,51263.5,1778,0.6856017997750281
499,5.0,39487,32,-59803.5,33.44714765100671,59803.5,1788,0.6705816554809844
500,8.0,39521,34,-45575.0,25.92434584755404,45575.0,1758,0.6444823663253697
501,8.0,39557,36,-56597.0,31.303650442477878,56597.0,1808,0.6393805309734514
502,7.0,39644,87,-432902.0,245.6878547105562,432902.0,1762,0.7009080590238366
503,11.0,39678,34,-49342.0,28.787631271878645,49342.0,1714,0.6452742123687282
504,6.0,39713,35,-63547.5,35.2649833518313,63547.5,1802,0.7053274139844617
505,2.0,39754,41,-73575.5,42.726771196283394,73575.5,1722,0.6596980255516841
506,4.0,39826,72,-221407.0,124.80665163472379,221407.0,1774,0.6972942502818489
507,6.0,39896,70,-329348.0,186.3882286361064,329348.0,1767,0.6666666666666666
508,7.0,39933,37,-119695.0,66.12983425414365,119695.0,1810,0.7204419889502762
509,7.0,39964,31,-58186.0,31.917718047174986,58186.0,1823,0.6823916620954471
510,7.0,39994,30,-45679.5,26.434895833333332,45679.5,1728,0.6388888888888888
511,12.0,40047,53,-121071.5,67.22459744586341,121071.5,1801,0.6607440310938367
512,3.0,40094,47,-193608.5,109.38333333333334,193608.5,1770,0.672316384180791
513,7.0,40129,35,-43408.0,23.65558583106267,43408.0,1835,0.6147138964577656
514,7.0,40160,31,-48178.0,26.64712389380531,48178.0,1808,0.6543141592920354
515,10.0,40199,39,-44562.5,25.74378971692663,44562.5,1731,0.6429809358752167
516,6.0,40258,59,-225855.0,125.68447412353923,225855.0,1797,0.6789092932665554
517,9.0,40289,31,-43985.0,24.327986725663717,43985.0,1808,0.6482300884955752
518,10.0,40319,30,-44407.0,25.60957324106113,44407.0,1734,0.6453287197231834
519,3.0,40349,30,-48144.0,27.589684813753582,48144.0,1745,0.6630372492836676
520,2.0,40378,29,-67239.0,38.821593533487295,67239.0,1732,0.6916859122401847
521,5.0,40410,32,-57445.0,32.09217877094972,57445.0,1790,0.6491620111731844
522,5.0,40441,31,-46178.5,25.4848233995585,46178.5,1812,0.6451434878587197
523,2.0,40470,29,-58794.0,31.84940411700975,58794.0,1846,0.69068255687974
524,4.0,40502,32,-49615.0,27.502771618625278,49615.0,1804,0.6518847006651884
525,10.0,40530,28,-48765.0,27.67593643586833,48765.0,1762,0.6492622020431328
526,10.0,40566,36,-62537.5,35.59334092202618,62537.5,1757,0.6932270916334662
527,6.0,40596,30,-42999.5,24.376133786848072,42999.5,1764,0.6377551020408163
528,4.0,40629,33,-53208.5,29.642618384401114,53208.5,1795,0.6596100278551532
529,4.0,40659,30,-63022.5,37.44652406417112,63022.5,1683,0.6773618538324421
530,9.0,40701,42,-72515.0,41.108276643990926,72515.0,1764,0.6893424036281179
531,5.0,40739,38,-53677.5,30.412181303116146,53677.5,1765,0.6555240793201134
532,3.0,40770,31,-59620.5,33.741086587436335,59620.5,1767,0.6615732880588568
533,7.0,40801,31,-51474.5,29.634139320667817,51474.5,1737,0.6833621185952792
534,10.0,40842,41,-75787.0,42.69690140845071,75787.0,1775,0.6597183098591549
535,3.0,40875,33,-57041.0,32.5019943019943,57041.0,1755,0.6945868945868946
536,4.0,40911,36,-63066.5,34.238056460369165,63066.5,1842,0.6601520086862106
537,7.0,40949,38,-88575.5,51.61742424242424,88575.5,1716,0.6888111888111889
538,8.0,41007,58,-118505.5,68.02841561423651,118505.5,1742,0.7014925373134329
539,9.0,41040,33,-58477.5,32.760504201680675,58477.5,1785,0.6739495798319328
540,9.0,41070,30,-45869.5,24.92907608695652,45869.5,1840,0.6494565217391305
541,4.0,41104,34,-50642.0,28.88876212207644,50642.0,1753,0.6731317741015402
542,4.0,41144,40,-99407.5,57.76147588611273,99407.5,1721,0.6542707728065078
543,7.0,41234,90,-470911.0,277.1695114773396,470911.0,1699,0.7174808711006474
544,2.0,41263,29,-54658.0,31.17969195664575,54658.0,1753,0.6754135767256132
545,4.0,41294,31,-55428.5,31.157110736368747,55428.5,1779,0.6683530073074762
546,5.0,41325,31,-58665.5,33.16308648954212,58665.5,1769,0.7032221594120972
547,8.0,41360,35,-92328.5,51.09490868843387,92328.5,1807,0.689540675152186
548,8.0,41395,35,-75141.5,43.459514170040485,75141.5,1729,0.6512434933487565
549,7.0,41434,39,-149712.0,86.99128413712958,149712.0,1721,0.6670540383497966
550,2.0,41474,40,-60586.0,34.075365579302584,60586.0,1778,0.655793025871766
551,7.0,41528,54,-351038.5,192.1392993979201,351038.5,1827,0.705528188286809
552,8.0,41561,33,-81049.0,45.92011331444759,81049.0,1765,0.6906515580736544
553,3.0,41589,28,-58932.5,32.43395707209686,58932.5,1817,0.6940011007154651
554,8.0,41619,30,-46181.0,25.656111111111112,46181.0,1800,0.6422222222222222
555,6.0,41653,34,-72798.0,41.43312464428002,72798.0,1757,0.6869664200341491
556,8.0,41688,35,-60365.5,32.55960086299892,60365.5,1854,0.668824163969795
557,11.0,41721,33,-54155.5,29.56086244541485,54155.5,1832,0.6528384279475983
558,11.0,41755,34,-43293.0,23.93200663349917,43293.0,1809,0.6467661691542289
559,7.0,41791,36,-69407.5,39.169018058690746,69407.5,1772,0.6518058690744921
560,7.0,41824,33,-58544.5,32.30932671081678,58544.5,1812,0.7075055187637969
561,2.0,41859,35,-84052.5,48.22289156626506,84052.5,1743,0.7240390131956397
562,5.0,41888,29,-50050.5,28.682234957020057,50050.5,1745,0.6492836676217765
563,4.0,41922,34,-64985.5,36.16332776850306,64985.5,1797,0.6700055648302726
564,8.0,41954,32,-45853.0,25.235553109521188,45853.0,1817,0.6521739130434783
565,10.0,41990,36,-82461.0,45.53340695748206,82461.0,1811,0.6659304251794589
566,11.0,42020,30,-52791.0,29.641212801796744,52791.0,1781,0.6855699045480067
567,10.0,42058,38,-63527.5,36.42631880733945,63527.5,1744,0.731651376146789
568,6.0,42092,34,-51631.5,29.006460674157303,51631.5,1780,0.6646067415730337
569,4.0,42122,30,-55764.0,31.187919463087248,55764.0,1788,0.6895973154362416
570,4.0,42152,30,-56808.5,30.60802801724138,56808.5,1856,0.6945043103448276
571,8.0,42184,32,-53758.0,29.982152816508645,53758.0,1793,0.690462911321807
572,9.0,42217,33,-62629.5,34.544677330391615,62629.5,1813,0.6618863761720905
573,5.0,42247,30,-42118.0,24.053683609366075,42118.0,1751,0.6344945745288406
574,8.0,42279,32,-40759.0,23.25099828864803,40759.0,1753,0.6297775242441529
575,5.0,42308,29,-50408.5,28.28759820426487,50408.5,1782,0.6576879910213244
576,7.0,42338,30,-41984.5,24.101320321469576,41984.5,1742,0.6303099885189437
577,3.0,42371,33,-43241.5,23.73298572996707,43241.5,1822,0.6470911086717892
578,5.0,42401,30,-48851.5,27.444662921348314,48851.5,1780,0.6730337078651686
579,11.0,42440,39,-66944.5,38.763462651997685,66944.5,1727,0.6629994209612045
580,6.0,42470,30,-46234.0,26.464796794504867,46234.0,1747,0.6559816828849456
581,7.0,42500,30,-47084.5,25.999171728326893,47084.5,1811,0.6675869685256764
582,8.0,42535,35,-52222.0,29.07683741648107,52222.0,1796,0.6542316258351893
583,5.0,42569,34,-39084.0,21.96964586846543,39084.0,1779,0.6250702641933671
584,5.0,42599,30,-43493.0,24.6838819523269,43493.0,1762,0.6356413166855845
585,4.0,42632,33,-58616.0,32.93033707865168,58616.0,1780,0.6494382022471911
586,4.0,42664,32,-41727.5,23.194830461367427,41727.5,1799,0.6375764313507504
587,8.0,42696,32,-43633.5,25.047933409873707,43633.5,1742,0.6504018369690011
588,6.0,42728,32,-60294.5,34.18055555555556,60294.5,1764,0.6763038548752834
589,6.0,42761,33,-45469.0,26.012013729977117,45469.0,1748,0.6516018306636155
590,4.0,42798,37,-46657.5,26.600627137970353,46657.5,1754,0.6379703534777651
591,4.0,42836,38,-38885.0,22.386298215313758,38885.0,1737,0.6200345423143351
592,7.0,42872,36,-44165.0,25.411392405063292,44165.0,1738,0.6311852704257768
593,10.0,42906,34,-39816.5,22.48249576510446,39816.5,1771,0.6369282891022021
594,2.0,42942,36,-47521.0,27.310919540229886,47521.0,1740,0.6402298850574712
595,4.0,42974,32,-80456.5,45.58441926345609,80456.5,1765,0.6980169971671388
596,4.0,43010,36,-72338.5,40.80005640157925,72338.5,1773,0.6559503666102651
597,11.0,43044,34,-60012.0,33.45150501672241,60012.0,1794,0.6683389074693422
598,7.0,43079,35,-61918.5,36.16734813084112,61918.5,1712,0.6448598130841121
599,16.0,43114,35,-40026.5,23.19032444959444,40026.5,1726,0.6210892236384704
600,6.0,43146,32,-41933.5,24.422539312754804,41933.5,1717,0.6342457775189284
601,9.0,43181,35,-45628.0,25.476270240089335,45628.0,1791,0.6409826912339475
602,9.0,43225,44,-72160.5,41.02359295054008,72160.5,1759,0.6708357021034679
603,6.0,43264,39,-46888.0,26.460496613995485,46888.0,1772,0.621331828442438
604,8.0,43299,35,-54294.5,30.990011415525114,54294.5,1752,0.6210045662100456
605,6.0,43331,32,-41774.5,22.915249588590235,41774.5,1823,0.6226001097092705
606,9.0,43362,31,-39051.0,22.971176470588237,39051.0,1700,0.6105882352941177
607,11.0,43401,39,-45968.5,25.709451901565995,45968.5,1788,0.6375838926174496
608,6.0,43433,32,-47225.5,25.693960826985855,47225.5,1838,0.6420021762785637
609,7.0,43468,35,-43695.0,24.275,43695.0,1800,0.6316666666666667
610,8.0,43504,36,-74696.0,41.40576496674058,74696.0,1804,0.6330376940133038
611,4.0,43540,36,-68739.0,39.641868512110726,68739.0,1734,0.6562860438292965
612,10.0,43574,34,-57559.5,31.818407960199004,57559.5,1809,0.6550580431177446
613,6.0,43609,35,-56368.5,31.954931972789115,56368.5,1764,0.6609977324263039
614,7.0,43645,36,-63507.0,36.24828767123287,63507.0,1752,0.6455479452054794
615,11.0,43680,35,-61195.5,35.1496266513498,61195.5,1741,0.6421596783457783
616,9.0,43711,31,-64488.0,36.127731092436974,64488.0,1785,0.661624649859944
617,13.0,43742,31,-43466.5,26.184638554216868,43466.5,1660,0.6481927710843374
618,8.0,43781,39,-56034.5,31.604342921601805,56034.5,1773,0.6627185561195713
619,8.0,43817,36,-38156.5,21.17452830188679,38156.5,1802,0.6226415094339622
620,4.0,43856,39,-46231.0,26.630760368663594,46231.0,1736,0.6232718894009217
621,10.0,43894,38,-47733.0,26.63671875,47733.0,1792,0.62890625
622,8.0,43933,39,-51949.5,29.516761363636363,51949.5,1760,0.6284090909090909
623,7.0,43970,37,-51382.5,29.111898016997166,51382.5,1765,0.6373937677053825
624,7.0,44007,37,-54186.5,29.953841901603095,54186.5,1809,0.6268656716417911
625,8.0,44042,35,-67870.0,38.58442296759522,67870.0,1759,0.6520750426378624
626,6.0,44076,34,-53565.5,29.36705043859649,53565.5,1824,0.6524122807017544
627,4.0,44111,35,-61483.5,34.32914572864322,61483.5,1791,0.6577331099944165
628,10.0,44144,33,-57282.5,32.39960407239819,57282.5,1768,0.6476244343891403
629,14.0,44178,34,-42510.5,24.347365406643757,42510.5,1746,0.6414662084765178
630,7.0,44214,36,-42251.5,23.564696040156164,42251.5,1793,0.6335750139431121
631,7.0,44248,34,-41634.0,22.169329073482427,41634.0,1878,0.641640042598509
632,8.0,44284,36,-45674.5,26.679030373831775,45674.5,1712,0.6255841121495327
633,8.0,44326,42,-83544.0,47.54923164484917,83544.0,1757,0.640865110984633
634,9.0,44375,49,-139653.5,79.75642490005711,139653.5,1751,0.6767561393489434
635,9.0,44406,31,-43758.0,24.75,43758.0,1768,0.6459276018099548
636,6.0,44440,34,-46277.0,25.78105849582173,46277.0,1795,0.6362116991643454
637,7.0,44492,52,-121420.0,68.56013551665725,121420.0,1771,0.709768492377188
638,6.0,44526,34,-38287.5,21.365792410714285,38287.5,1792,0.6244419642857143
639,6.0,44560,34,-37113.5,21.552555168408826,37113.5,1722,0.616144018583043
640,6.0,44592,32,-39875.0,22.733751425313567,39875.0,1754,0.6311288483466363
641,4.0,44633,41,-85113.0,48.636,85113.0,1750,0.6691428571428572
642,9.0,44674,41,-136742.5,79.91963763880771,136742.5,1711,0.6382232612507306
643,6.0,44718,44,-76721.5,41.29251883745963,76721.5,1858,0.6668460710441335
644,12.0,44751,33,-36914.5,21.511946386946388,36914.5,1716,0.6142191142191142
645,8.0,44784,33,-44594.5,25.658515535097813,44594.5,1738,0.6513233601841196
646,7.0,44816,32,-36403.5,21.55328596802842,36403.5,1689,0.6210775606867969
647,8.0,44847,31,-47155.5,26.701868629671573,47155.5,1766,0.6528878822197055
648,9.0,44876,29,-51361.5,29.0506221719457,51361.5,1768,0.667420814479638
649,4.0,44912,36,-50521.0,29.270567786790266,50521.0,1726,0.6587485515643106
650,8.0,44943,31,-83156.5,46.95454545454545,83156.5,1771,0.665725578769057
651,5.0,44973,30,-55409.5,31.482670454545456,55409.5,1760,0.6579545454545455
652,7.0,45003,30,-46224.5,26.50487385321101,46224.5,1744,0.6502293577981652
653,9.0,45031,28,-49128.5,27.127829928216453,49128.5,1811,0.658199889563777
654,9.0,45060,29,-45449.5,26.625366139425893,45449.5,1707,0.6473345049794962
655,6.0,45088,28,-51407.0,28.96169014084507,51407.0,1775,0.6732394366197183
656,4.0,45121,33,-64132.0,36.58414147176269,64132.0,1753,0.7010838562464347
657,4.0,45158,37,-56228.0,31.465025181869056,56228.0,1787,0.6530498041410184
658,8.0,45190,32,-46361.0,25.529185022026432,46361.0,1816,0.6360132158590308
659,9.0,45221,31,-55784.5,31.42788732394366,55784.5,1775,0.6850704225352112
660,6.0,45252,31,-46340.5,26.344798180784537,46340.5,1759,0.6606026151222285
661,10.0,45283,31,-45208.0,26.011507479861912,45208.0,1738,0.6380897583429229
662,7.0,45326,43,-73533.0,40.09432933478735,73533.0,1834,0.693565976008724
