,collisions,step,episode,reward
822,7.0,46413,823,-33676.0
823,13.0,46487,824,-34737.5
824,5.0,46526,825,-40451.5
825,11.0,46585,826,-33098.5
826,5.0,46624,827,-41515.5
827,7.0,46691,828,-27742.5
828,6.0,46751,829,-32754.0
829,5.0,46798,830,-34305.0
830,10.0,46863,831,-29988.0
831,6.0,46927,832,-30251.0
832,5.0,46988,833,-36406.0
833,7.0,47035,834,-36011.5
834,3.0,47096,835,-32761.5
835,7.0,47162,836,-30970.5
836,15.0,47238,837,-28979.0
837,7.0,47288,838,-32404.5
838,5.0,47359,839,-34969.5
839,4.0,47417,840,-33537.0
840,5.0,47460,841,-41795.5
841,4.0,47521,842,-34478.0
842,3.0,47582,843,-33351.0
843,7.0,47646,844,-32062.5
844,9.0,47696,845,-31095.0
845,7.0,47764,846,-29381.5
846,7.0,47831,847,-31748.5
847,6.0,47889,848,-34473.5
848,10.0,47943,849,-30361.0
849,7.0,47996,850,-29321.0
850,4.0,48051,851,-38512.0
851,4.0,48121,852,-34235.5
852,5.0,48170,853,-40651.0
853,5.0,48209,854,-43862.0
854,4.0,48278,855,-30089.5
855,6.0,48344,856,-31071.0
856,3.0,48422,857,-30970.0
857,5.0,48481,858,-31445.0
858,6.0,48540,859,-44432.5
859,8.0,48599,860,-36855.0
860,3.0,48647,861,-39115.0
861,12.0,48709,862,-30294.5
862,5.0,48778,863,-29463.0
863,11.0,48844,864,-33672.0
864,3.0,48914,865,-34206.5
865,4.0,48980,866,-27811.0
866,12.0,49049,867,-29247.0
867,2.0,49108,868,-33765.5
868,3.0,49153,869,-37825.0
869,4.0,49207,870,-34297.0
870,5.0,49275,871,-36011.0
871,10.0,49338,872,-32303.0
872,7.0,49391,873,-37826.5
873,6.0,49455,874,-34324.0
874,6.0,49517,875,-26783.0
875,12.0,49585,876,-28070.5
876,9.0,49654,877,-30210.0
877,8.0,49714,878,-37134.0
878,4.0,49774,879,-28301.0
879,8.0,49818,880,-35853.0
880,5.0,49877,881,-29937.5
881,3.0,49955,882,-58365.0
882,10.0,50028,883,-26348.0
883,5.0,50068,884,-43855.0
884,7.0,50122,885,-35639.0
885,10.0,50190,886,-28637.5
886,5.0,50247,887,-29185.5
887,8.0,50298,888,-31669.5
888,9.0,50361,889,-29215.0
889,7.0,50427,890,-29481.5
890,8.0,50480,891,-29519.0
891,6.0,50537,892,-29851.5
892,4.0,50603,893,-29856.0
893,9.0,50669,894,-28371.5
894,10.0,50744,895,-29336.0
895,8.0,50807,896,-26649.5
896,3.0,50859,897,-30312.0
897,5.0,50907,898,-36347.5
898,9.0,50969,899,-29396.0
899,9.0,51032,900,-27244.0
900,6.0,51084,901,-32713.5
901,6.0,51135,902,-34044.0
902,6.0,51196,903,-30627.5
903,6.0,51261,904,-31050.5
904,8.0,51331,905,-29924.5
905,6.0,51378,906,-33049.5
906,5.0,51426,907,-39858.0
907,6.0,51493,908,-30723.0
908,8.0,51560,909,-34345.5
909,9.0,51634,910,-27741.0
910,5.0,51697,911,-26995.5
911,8.0,51748,912,-32323.0
912,7.0,51803,913,-28831.0
913,8.0,51871,914,-31749.5
914,6.0,51925,915,-36706.0
915,8.0,51982,916,-34383.5
916,9.0,52055,917,-26765.5
917,9.0,52119,918,-30584.5
918,4.0,52176,919,-29910.0
919,5.0,52232,920,-34453.0
920,10.0,52285,921,-33641.0
921,9.0,52353,922,-36294.0
922,8.0,52411,923,-33122.0
923,8.0,52474,924,-33065.5
924,5.0,52533,925,-31781.0
925,7.0,52604,926,-32209.0
926,9.0,52658,927,-29756.0
927,7.0,52716,928,-30472.0
928,2.0,52782,929,-26271.0
929,6.0,52850,930,-29400.5
930,12.0,52913,931,-33909.0
931,3.0,52970,932,-30272.5
932,5.0,53028,933,-36906.5
933,4.0,53067,934,-48576.0
934,4.0,53124,935,-31077.0
935,5.0,53185,936,-34103.5
936,3.0,53246,937,-33513.0
937,6.0,53299,938,-35168.0
938,5.0,53347,939,-38866.5
939,9.0,53413,940,-29841.0
940,5.0,53471,941,-34710.5
941,8.0,53538,942,-27415.0
942,5.0,53585,943,-38285.0
943,6.0,53639,944,-30556.5
944,6.0,53714,945,-28706.5
945,2.0,53755,946,-39878.0
946,8.0,53832,947,-43762.0
947,5.0,53899,948,-33569.5
948,10.0,53969,949,-26730.5
949,4.0,54023,950,-31945.0
950,6.0,54084,951,-32451.5
951,7.0,54137,952,-35263.5
952,3.0,54190,953,-34972.0
953,7.0,54261,954,-33769.5
954,13.0,54344,955,-26512.5
955,10.0,54415,956,-30379.0
956,5.0,54457,957,-37634.0
957,7.0,54510,958,-31352.0
958,8.0,54575,959,-33432.0
959,5.0,54624,960,-36012.5
960,7.0,54685,961,-29465.0
961,13.0,54766,962,-31491.0
962,3.0,54825,963,-28555.5
963,8.0,54892,964,-33195.0
964,11.0,54988,965,-74606.5
965,8.0,55049,966,-30339.5
966,13.0,55116,967,-28404.5
967,4.0,55184,968,-32891.5
968,6.0,55242,969,-35072.0
969,10.0,55305,970,-35242.0
970,6.0,55369,971,-31712.5
971,6.0,55430,972,-32407.0
972,8.0,55480,973,-37640.5
973,5.0,55539,974,-30490.0
974,7.0,55593,975,-32588.0
975,9.0,55664,976,-27689.5
976,10.0,55732,977,-27946.5
977,4.0,55804,978,-26628.0
978,8.0,55876,979,-29729.0
979,6.0,55936,980,-30692.5
980,6.0,55995,981,-36951.0
981,11.0,56064,982,-30369.0
982,8.0,56130,983,-31369.5
983,13.0,56197,984,-32453.0
984,7.0,56261,985,-29887.5
985,7.0,56336,986,-30196.5
986,4.0,56387,987,-37331.5
987,4.0,56442,988,-35181.5
988,6.0,56490,989,-35806.5
989,5.0,56553,990,-30160.0
990,7.0,56614,991,-34590.5
991,4.0,56677,992,-30849.5
992,9.0,56741,993,-28381.0
993,10.0,56788,994,-38633.0
994,6.0,56853,995,-35166.5
995,3.0,56909,996,-37338.0
996,13.0,56978,997,-41294.0
997,5.0,57036,998,-29344.5
998,11.0,57103,999,-34035.5
999,11.0,57180,1000,-26231.0
1000,7.0,57237,1001,-36339.0
1001,9.0,57307,1002,-32547.0
1002,6.0,57380,1003,-25034.0
1003,5.0,57442,1004,-30292.5
1004,6.0,57499,1005,-35017.0
1005,4.0,57554,1006,-34331.5
1006,7.0,57617,1007,-31257.5
1007,4.0,57679,1008,-28386.0
1008,5.0,57723,1009,-37786.5
1009,8.0,57789,1010,-30419.5
1010,5.0,57833,1011,-34556.0
1011,4.0,57876,1012,-38048.5
1012,9.0,57927,1013,-31307.0
1013,7.0,57998,1014,-25970.5
1014,8.0,58061,1015,-29199.5
1015,5.0,58108,1016,-35534.5
1016,11.0,58165,1017,-31249.5
1017,8.0,58228,1018,-33767.5
1018,11.0,58294,1019,-30660.0
1019,7.0,58344,1020,-33140.5
1020,11.0,58406,1021,-33093.0
1021,3.0,58470,1022,-33588.5
1022,4.0,58534,1023,-34093.5
1023,7.0,58601,1024,-32704.5
1024,7.0,58666,1025,-26216.0
1025,7.0,58726,1026,-32360.0
1026,6.0,58779,1027,-34999.0
1027,8.0,58848,1028,-29332.5
1028,5.0,58900,1029,-36667.5
1029,3.0,58943,1030,-45044.0
1030,3.0,59004,1031,-33043.0
1031,6.0,59079,1032,-28056.0
1032,7.0,59132,1033,-34137.5
1033,9.0,59199,1034,-31716.0
1034,3.0,59268,1035,-30011.5
1035,8.0,59330,1036,-28442.0
1036,8.0,59380,1037,-35028.5
1037,4.0,59437,1038,-28762.5
1038,4.0,59489,1039,-31785.5
1039,9.0,59556,1040,-34012.0
1040,10.0,59613,1041,-33538.0
1041,7.0,59662,1042,-34994.0
1042,6.0,59729,1043,-27744.0
1043,9.0,59797,1044,-28788.0
1044,9.0,59862,1045,-29396.5
1045,6.0,59927,1046,-30389.5
1046,11.0,60026,1047,-85426.5
1047,11.0,60094,1048,-29356.0
1048,9.0,60153,1049,-34166.0
1049,7.0,60208,1050,-30196.0
1050,8.0,60262,1051,-38675.0
1051,2.0,60307,1052,-36999.0
1052,6.0,60378,1053,-31133.5
1053,10.0,60448,1054,-35088.0
1054,6.0,60494,1055,-36293.5
1055,7.0,60553,1056,-29835.5
1056,4.0,60612,1057,-31105.5
1057,8.0,60664,1058,-31922.0
1058,12.0,60724,1059,-31505.5
1059,4.0,60779,1060,-34006.0
1060,5.0,60847,1061,-29536.5
1061,5.0,60907,1062,-28624.5
1062,6.0,60955,1063,-38190.5
1063,9.0,61028,1064,-30584.5
1064,3.0,61122,1065,-66727.0
1065,4.0,61174,1066,-38043.5
1066,8.0,61240,1067,-26787.0
1067,7.0,61310,1068,-30987.5
1068,11.0,61370,1069,-28248.0
1069,8.0,61439,1070,-28255.0
1070,6.0,61498,1071,-35443.0
1071,7.0,61549,1072,-36183.0
1072,7.0,61620,1073,-30767.5
1073,6.0,61685,1074,-34772.0
1074,9.0,61751,1075,-26887.0
1075,4.0,61795,1076,-35718.0
1076,10.0,61870,1077,-31336.0
1077,8.0,61939,1078,-35212.0
1078,7.0,62012,1079,-32249.0
1079,3.0,62058,1080,-34290.5
1080,4.0,62128,1081,-28126.5
1081,3.0,62178,1082,-38124.0
1082,8.0,62244,1083,-28659.0
1083,6.0,62300,1084,-33821.5
1084,3.0,62341,1085,-36726.0
1085,10.0,62403,1086,-28834.5
1086,7.0,62472,1087,-30024.0
1087,4.0,62536,1088,-28366.0
1088,5.0,62630,1089,-60612.0
1089,5.0,62686,1090,-38494.0
1090,8.0,62759,1091,-25868.5
1091,2.0,62814,1092,-32557.5
1092,5.0,62860,1093,-39780.0
1093,14.0,62932,1094,-32543.0
1094,7.0,62975,1095,-38904.0
1095,6.0,63033,1096,-31800.0
1096,4.0,63083,1097,-31676.5
1097,12.0,63153,1098,-30385.5
1098,7.0,63213,1099,-29216.0
1099,6.0,63269,1100,-31502.0
1100,7.0,63330,1101,-30338.0
1101,9.0,63395,1102,-30991.5
1102,3.0,63446,1103,-34030.5
1103,9.0,63509,1104,-31962.0
1104,6.0,63547,1105,-43320.5
1105,7.0,63613,1106,-26994.0
1106,7.0,63673,1107,-31279.5
1107,8.0,63726,1108,-31037.5
1108,7.0,63795,1109,-29768.5
1109,6.0,63847,1110,-36414.5
1110,9.0,63903,1111,-28563.0
1111,12.0,63970,1112,-30041.0
1112,8.0,64025,1113,-40711.5
1113,7.0,64072,1114,-37349.0
1114,7.0,64126,1115,-36747.5
1115,8.0,64187,1116,-36930.5
1116,6.0,64247,1117,-31869.0
1117,8.0,64312,1118,-30877.5
1118,6.0,64369,1119,-29386.0
1119,10.0,64437,1120,-32173.5
1120,6.0,64498,1121,-30734.5
1121,6.0,64542,1122,-36413.0
1122,8.0,64612,1123,-28503.5
1123,12.0,64679,1124,-31090.0
1124,5.0,64726,1125,-38194.0
1125,5.0,64782,1126,-31010.5
1126,5.0,64852,1127,-31006.0
1127,10.0,64891,1128,-40606.0
1128,6.0,64941,1129,-32942.0
1129,2.0,64985,1130,-39934.0
1130,5.0,65032,1131,-37157.5
1131,6.0,65090,1132,-31421.0
1132,8.0,65156,1133,-30073.5
1133,6.0,65209,1134,-33348.0
1134,7.0,65268,1135,-31560.5
1135,4.0,65321,1136,-30181.0
1136,5.0,65377,1137,-27564.0
1137,6.0,65436,1138,-25581.5
1138,8.0,65487,1139,-31437.5
1139,10.0,65564,1140,-28767.5
1140,10.0,65627,1141,-31048.5
1141,8.0,65694,1142,-30662.0
1142,4.0,65743,1143,-33982.0
1143,14.0,65807,1144,-30129.5
1144,7.0,65877,1145,-31374.5
1145,6.0,65944,1146,-27173.5
1146,9.0,66012,1147,-29615.0
1147,9.0,66075,1148,-31786.0
1148,6.0,66129,1149,-27682.0
1149,10.0,66183,1150,-32791.0
1150,7.0,66225,1151,-39673.0
1151,6.0,66295,1152,-24464.5
1152,10.0,66365,1153,-28622.5
1153,7.0,66407,1154,-37093.5
1154,4.0,66467,1155,-28909.0
1155,6.0,66505,1156,-44176.0
1156,11.0,66565,1157,-32139.5
1157,5.0,66627,1158,-27563.5
1158,4.0,66686,1159,-29737.5
1159,7.0,66729,1160,-34315.0
1160,8.0,66791,1161,-28476.0
1161,6.0,66861,1162,-27493.0
1162,8.0,66924,1163,-30753.5
1163,5.0,66980,1164,-31548.0
1164,6.0,67045,1165,-28994.5
1165,7.0,67105,1166,-29259.5
1166,5.0,67154,1167,-33968.0
1167,7.0,67217,1168,-35479.0
1168,5.0,67261,1169,-38276.5
1169,10.0,67330,1170,-31545.5
1170,7.0,67394,1171,-30827.5
1171,10.0,67463,1172,-32391.5
1172,6.0,67506,1173,-45335.0
1173,7.0,67559,1174,-33370.5
1174,3.0,67611,1175,-33945.5
1175,4.0,67668,1176,-31032.0
1176,6.0,67733,1177,-31127.0
1177,9.0,67784,1178,-32743.0
1178,5.0,67837,1179,-33048.5
1179,4.0,67894,1180,-30074.0
1180,8.0,67955,1181,-30221.5
1181,4.0,68008,1182,-33809.0
1182,10.0,68071,1183,-29109.0
1183,6.0,68117,1184,-33740.0
1184,10.0,68160,1185,-36338.5
1185,7.0,68224,1186,-32172.5
1186,12.0,68276,1187,-29519.5
1187,10.0,68343,1188,-31095.5
1188,3.0,68408,1189,-27272.0
1189,7.0,68463,1190,-29896.5
1190,4.0,68510,1191,-38102.0
1191,4.0,68570,1192,-34139.5
1192,8.0,68609,1193,-38434.5
1193,7.0,68675,1194,-25824.0
1194,9.0,68722,1195,-31614.0
1195,5.0,68770,1196,-35996.5
1196,9.0,68832,1197,-33063.5
1197,3.0,68878,1198,-35983.5
1198,7.0,68934,1199,-28457.5
1199,3.0,68972,1200,-45225.0
1200,6.0,69029,1201,-33477.0
1201,6.0,69080,1202,-33233.0
1202,12.0,69146,1203,-32268.5
1203,7.0,69213,1204,-26730.0
1204,6.0,69254,1205,-38114.5
1205,10.0,69322,1206,-30344.0
1206,7.0,69384,1207,-30674.5
1207,3.0,69428,1208,-34623.5
1208,2.0,69485,1209,-32810.0
1209,7.0,69540,1210,-35174.0
1210,14.0,69606,1211,-30297.5
1211,4.0,69666,1212,-26724.5
1212,11.0,69714,1213,-34036.5
1213,3.0,69762,1214,-36991.0
1214,2.0,69807,1215,-38177.5
1215,7.0,69853,1216,-35117.0
1216,6.0,69897,1217,-41184.5
1217,3.0,69955,1218,-28127.0
1218,6.0,69996,1219,-35536.0
1219,10.0,70047,1220,-33076.5
1220,9.0,70118,1221,-28647.5
1221,6.0,70191,1222,-30878.5
1222,6.0,70262,1223,-33818.0
1223,7.0,70306,1224,-35081.5
1224,10.0,70368,1225,-27350.5
1225,4.0,70424,1226,-32634.5
1226,12.0,70501,1227,-29320.0
1227,2.0,70560,1228,-32101.0
1228,5.0,70618,1229,-31127.0
1229,3.0,70668,1230,-36406.0
1230,9.0,70727,1231,-38824.5
1231,7.0,70775,1232,-37735.5
1232,10.0,70847,1233,-28723.0
1233,7.0,70923,1234,-31988.0
1234,6.0,70974,1235,-36934.5
1235,9.0,71035,1236,-32062.0
1236,13.0,71093,1237,-34460.5
1237,8.0,71141,1238,-36958.0
1238,4.0,71185,1239,-39318.5
1239,3.0,71234,1240,-35533.0
1240,7.0,71298,1241,-34481.5
1241,4.0,71357,1242,-34663.5
1242,4.0,71419,1243,-33305.0
1243,9.0,71460,1244,-48076.0
1244,4.0,71525,1245,-27961.0
1245,4.0,71582,1246,-32391.0
1246,4.0,71648,1247,-32116.0
1247,5.0,71694,1248,-37932.0
1248,1.0,71732,1249,-45174.0
1249,3.0,71774,1250,-40453.5
1250,7.0,71826,1251,-33325.0
1251,10.0,71895,1252,-33283.0
1252,3.0,71941,1253,-35385.0
1253,4.0,71997,1254,-29865.5
1254,6.0,72050,1255,-40687.0
1255,10.0,72119,1256,-30425.0
1256,5.0,72175,1257,-29953.0
1257,5.0,72233,1258,-35652.0
1258,5.0,72272,1259,-44515.0
1259,5.0,72332,1260,-30656.5
1260,2.0,72379,1261,-36662.0
1261,8.0,72428,1262,-34429.5
1262,4.0,72483,1263,-37554.0
1263,6.0,72538,1264,-36180.5
1264,7.0,72609,1265,-29615.0
1265,5.0,72663,1266,-31372.5
1266,5.0,72710,1267,-36621.5
1267,4.0,72755,1268,-39318.5
1268,12.0,72816,1269,-29999.0
1269,4.0,72857,1270,-40609.0
1270,4.0,72901,1271,-38458.0
1271,7.0,72973,1272,-29483.5
1272,7.0,73021,1273,-36749.5
1273,9.0,73088,1274,-32766.0
1274,4.0,73149,1275,-37974.0
1275,11.0,73196,1276,-35675.5
1276,6.0,73240,1277,-42031.5
1277,8.0,73298,1278,-32892.0
1278,8.0,73365,1279,-28317.5
1279,1.0,73407,1280,-38946.0
1280,10.0,73473,1281,-30098.0
1281,7.0,73518,1282,-39733.0
1282,6.0,73594,1283,-31530.0
1283,3.0,73647,1284,-33329.5
1284,13.0,73705,1285,-33174.0
1285,6.0,73769,1286,-30530.5
1286,11.0,73835,1287,-34717.5
1287,7.0,73886,1288,-32290.0
1288,7.0,73949,1289,-35727.5
1289,12.0,74014,1290,-33716.0
1290,4.0,74064,1291,-35001.5
1291,4.0,74122,1292,-29846.0
1292,5.0,74163,1293,-45027.5
1293,5.0,74221,1294,-36206.5
1294,12.0,74288,1295,-29021.0
1295,13.0,74364,1296,-28183.0
1296,6.0,74426,1297,-33069.0
1297,4.0,74478,1298,-37638.5
1298,7.0,74545,1299,-30395.0
1299,3.0,74591,1300,-40334.0
1300,8.0,74653,1301,-29568.0
1301,2.0,74697,1302,-39536.0
1302,5.0,74775,1303,-33304.0
1303,8.0,74829,1304,-37980.5
1304,3.0,74883,1305,-44674.5
1305,4.0,74930,1306,-36515.5
1306,4.0,74996,1307,-30108.5
1307,5.0,75056,1308,-29724.5
1308,11.0,75127,1309,-29565.0
1309,4.0,75178,1310,-36775.5
1310,2.0,75230,1311,-35221.0
1311,2.0,75293,1312,-34036.5
1312,9.0,75366,1313,-29058.5
1313,5.0,75427,1314,-28105.0
1314,5.0,75500,1315,-27876.5
1315,8.0,75569,1316,-29178.5
1316,5.0,75636,1317,-31236.0
1317,4.0,75689,1318,-36591.0
1318,9.0,75761,1319,-33641.5
1319,6.0,75806,1320,-37902.5
1320,8.0,75873,1321,-34479.5
1321,4.0,75939,1322,-26438.0
1322,4.0,76000,1323,-33475.0
1323,8.0,76046,1324,-43242.0
1324,6.0,76094,1325,-34313.5
1325,7.0,76135,1326,-38653.5
1326,11.0,76207,1327,-31392.5
1327,5.0,76282,1328,-29051.5
1328,2.0,76338,1329,-31413.5
1329,4.0,76399,1330,-31065.5
1330,11.0,76463,1331,-36741.5
1331,9.0,76526,1332,-30778.5
1332,8.0,76577,1333,-34319.0
1333,5.0,76644,1334,-37823.0
1334,14.0,76709,1335,-35524.0
